hcp_id,hcp_name,specialty,decile,segment,territory_id,territory_name,rep_id,rep_name,city,province
HCP000682,Andrew Jones,Cardiology,6,Medium,T020,Territory 020,REP020,Carla Gray,Christianborough,Ontario
HCP000683,Neil Schmidt,Cardiology,10,High,T005,Territory 005,REP005,Cristian Santos,East Alicia,New Brunswick
HCP000684,Theresa Hansen,Primary Care,9,High,T002,Territory 002,REP002,Noah Rhodes,Reeseshire,Northwest Territories
HCP000685,Michele Simmons,Pulmonology,8,High,T013,Territory 013,REP013,Lisa Hensley,East Lauraside,Nova Scotia
HCP000686,Mary Ferguson,Primary Care,9,High,T008,Territory 008,REP008,Gina Moore,Mahoneymouth,Ontario
HCP000687,Erika Watson PhD,Endocrinology,8,High,T005,Territory 005,REP005,Cristian Santos,Mckenziemouth,Prince Edward Island
HCP000688,Joshua Brooks,Neurology,7,Medium,T007,Territory 007,REP007,Abigail Shaffer,Michaelmouth,Nunavut
HCP000689,April Johnson,Oncology,1,Low,T010,Territory 010,REP010,Ryan Munoz,Caitlinhaven,Manitoba
HCP000690,Elizabeth Evans MD,Cardiology,6,Medium,T005,Territory 005,REP005,Cristian Santos,Andrewview,Ontario
HCP000691,Laura Duncan,Neurology,2,Low,T010,Territory 010,REP010,Ryan Munoz,North Stevenberg,Manitoba
HCP000692,Steve Wright,Cardiology,1,Low,T007,Territory 007,REP007,Abigail Shaffer,Lisaland,Prince Edward Island
HCP000693,Thomas Navarro,Oncology,9,High,T018,Territory 018,REP018,Derek Zuniga,Lauraburgh,Nunavut
HCP000694,Melissa Johnston,Neurology,4,Medium,T002,Territory 002,REP002,Noah Rhodes,New Dawnton,Saskatchewan
HCP000695,Jane Deleon,Primary Care,7,Medium,T015,Territory 015,REP015,Dylan Miller,Michaelchester,Nova Scotia
HCP000696,Barbara Townsend,Oncology,6,Medium,T018,Territory 018,REP018,Derek Zuniga,Lake Kimberlyfurt,Alberta
HCP000697,Andrew Fernandez,Primary Care,4,Medium,T016,Territory 016,REP016,Brian Ramirez,West Wayne,New Brunswick
HCP000698,Michael Osborn,Oncology,10,High,T005,Territory 005,REP005,Cristian Santos,Mullinsshire,Ontario
HCP000699,Jeffrey Hartman,Cardiology,6,Medium,T008,Territory 008,REP008,Gina Moore,East Matthew,Nunavut
HCP000700,Amber Ross,Cardiology,5,Medium,T015,Territory 015,REP015,Dylan Miller,South Warrenberg,Yukon Territory
HCP000701,Justin Freeman,Neurology,6,Medium,T007,Territory 007,REP007,Abigail Shaffer,New Christina,Saskatchewan
HCP000702,Dana Adams,Primary Care,8,High,T005,Territory 005,REP005,Cristian Santos,Morrisshire,British Columbia
HCP000703,Jason Diaz,Pulmonology,6,Medium,T003,Territory 003,REP003,Angie Henderson,West Melvin,Quebec
HCP000704,Eric Huerta,Pulmonology,9,High,T003,Territory 003,REP003,Angie Henderson,Hansonmouth,Alberta
HCP000705,Cynthia Jennings,Primary Care,4,Medium,T017,Territory 017,REP017,Holly Wood,Port Jessica,British Columbia
HCP000706,Anthony Rush,Primary Care,2,Low,T004,Territory 004,REP004,Daniel Wagner,Port Marissa,Newfoundland and Labrador
HCP000707,Michael Rodriguez,Primary Care,2,Low,T002,Territory 002,REP002,Noah Rhodes,Ruizmouth,New Brunswick
HCP000708,Christy Payne,Neurology,3,Low,T020,Territory 020,REP020,Carla Gray,Anaberg,Saskatchewan
HCP000709,Alicia Aguilar,Endocrinology,6,Medium,T002,Territory 002,REP002,Noah Rhodes,West Georgeport,New Brunswick
HCP000710,Lisa Brown,Endocrinology,9,High,T016,Territory 016,REP016,Brian Ramirez,North Paulview,Quebec
HCP000711,Mary Lin,Cardiology,6,Medium,T019,Territory 019,REP019,Lisa Jackson,West Michellefurt,New Brunswick
HCP000712,Katie Mckinney,Cardiology,4,Medium,T015,Territory 015,REP015,Dylan Miller,Toddside,British Columbia
HCP000713,Jonathan Ellis,Primary Care,3,Low,T009,Territory 009,REP009,Gabrielle Davis,North Johnhaven,Newfoundland and Labrador
HCP000714,James Moore,Primary Care,3,Low,T016,Territory 016,REP016,Brian Ramirez,Gabriellestad,Quebec
HCP000715,Zachary Irwin,Endocrinology,8,High,T014,Territory 014,REP014,Michele Williams,Lisaview,Nova Scotia
HCP000716,Robin Johnson,Primary Care,8,High,T007,Territory 007,REP007,Abigail Shaffer,Jeremiahmouth,Nova Scotia
HCP000717,Anita Reyes,Primary Care,7,Medium,T005,Territory 005,REP005,Cristian Santos,South John,Manitoba
HCP000718,Erik Jacobs,Pulmonology,7,Medium,T007,Territory 007,REP007,Abigail Shaffer,Danielsborough,Quebec
HCP000719,Joshua Mcbride,Primary Care,4,Medium,T020,Territory 020,REP020,Carla Gray,West Haley,Ontario
HCP000720,Jessica Stout,Endocrinology,6,Medium,T012,Territory 012,REP012,Jamie Arnold,Lake Sarah,Manitoba
HCP000721,Justin Fry,Primary Care,6,Medium,T004,Territory 004,REP004,Daniel Wagner,East Lonnieberg,Saskatchewan
HCP000722,Fernando Dudley,Endocrinology,7,Medium,T013,Territory 013,REP013,Lisa Hensley,Turnerview,Manitoba
HCP000723,Ashley Lopez,Cardiology,7,Medium,T013,Territory 013,REP013,Lisa Hensley,Catherinebury,Prince Edward Island
HCP000724,Michael Howard,Primary Care,5,Medium,T002,Territory 002,REP002,Noah Rhodes,Andersonfort,Saskatchewan
HCP000725,Catherine Hughes,Oncology,3,Low,T007,Territory 007,REP007,Abigail Shaffer,Taylorborough,New Brunswick
HCP000726,Phillip Smith,Neurology,4,Medium,T009,Territory 009,REP009,Gabrielle Davis,Stephaniebury,Saskatchewan
HCP000727,Christina Harris,Cardiology,6,Medium,T001,Territory 001,REP001,Allison Hill,South Michelle,Nunavut
HCP000728,Sharon Clay,Endocrinology,5,Medium,T016,Territory 016,REP016,Brian Ramirez,Sullivanton,Prince Edward Island
HCP000729,Jamie Edwards,Cardiology,9,High,T019,Territory 019,REP019,Lisa Jackson,New Danielmouth,Alberta
HCP000730,Danielle Medina,Oncology,6,Medium,T010,Territory 010,REP010,Ryan Munoz,New Paulton,New Brunswick
HCP000731,James Torres,Cardiology,2,Low,T009,Territory 009,REP009,Gabrielle Davis,Stevenchester,Newfoundland and Labrador
HCP000732,Amy Black,Cardiology,9,High,T011,Territory 011,REP011,Monica Herrera,South Maria,Nunavut
HCP000733,Jonathan White,Cardiology,5,Medium,T020,Territory 020,REP020,Carla Gray,South Robert,Nunavut
HCP000734,Jesse Mosley,Primary Care,3,Low,T020,Territory 020,REP020,Carla Gray,South Christopher,Northwest Territories
HCP000735,Susan Hogan,Cardiology,2,Low,T012,Territory 012,REP012,Jamie Arnold,North Dannymouth,Quebec
HCP000736,Joseph Cruz,Oncology,7,Medium,T001,Territory 001,REP001,Allison Hill,South Andrea,Alberta
HCP000737,Susan Cunningham,Primary Care,1,Low,T005,Territory 005,REP005,Cristian Santos,East Misty,Manitoba
HCP000738,Amber Parker,Primary Care,9,High,T012,Territory 012,REP012,Jamie Arnold,Robertsburgh,British Columbia
HCP000739,Toni Smith,Endocrinology,6,Medium,T004,Territory 004,REP004,Daniel Wagner,Alexanderfort,Nunavut
HCP000740,Abigail Andrade,Oncology,5,Medium,T007,Territory 007,REP007,Abigail Shaffer,East Brianna,Nunavut
HCP000741,Jeremy Burke,Cardiology,4,Medium,T005,Territory 005,REP005,Cristian Santos,East Nicoleview,Prince Edward Island
HCP000742,Samantha Clark,Neurology,7,Medium,T019,Territory 019,REP019,Lisa Jackson,East Brian,Northwest Territories
HCP000743,Scott Estrada,Primary Care,10,High,T017,Territory 017,REP017,Holly Wood,Markland,Alberta
HCP000744,Xavier Martin,Primary Care,4,Medium,T005,Territory 005,REP005,Cristian Santos,Cherylshire,Yukon Territory
HCP000745,Tracy Curry,Pulmonology,6,Medium,T016,Territory 016,REP016,Brian Ramirez,Sarahland,Yukon Territory
HCP000746,Jacob Gray,Endocrinology,6,Medium,T020,Territory 020,REP020,Carla Gray,Port Ronaldside,British Columbia
HCP000747,Chad Neal,Primary Care,8,High,T009,Territory 009,REP009,Gabrielle Davis,Markchester,Ontario
HCP000748,Daniel Brown,Neurology,6,Medium,T019,Territory 019,REP019,Lisa Jackson,South Jenniferport,Nova Scotia
HCP000749,Emily Fox,Pulmonology,4,Medium,T019,Territory 019,REP019,Lisa Jackson,Sarashire,Nunavut
HCP000750,Lynn Vasquez,Pulmonology,10,High,T009,Territory 009,REP009,Gabrielle Davis,New Jesse,Newfoundland and Labrador
HCP000751,April Johnson,Primary Care,8,High,T020,Territory 020,REP020,Carla Gray,Lake Melaniechester,Nova Scotia
HCP000752,Gregory Shaffer,Endocrinology,6,Medium,T006,Territory 006,REP006,Connie Lawrence,North Danielle,Saskatchewan
HCP000753,Richard Parker,Cardiology,6,Medium,T012,Territory 012,REP012,Jamie Arnold,Katieville,Quebec
HCP000754,James Carroll,Primary Care,7,Medium,T013,Territory 013,REP013,Lisa Hensley,Port Gregorymouth,Northwest Territories
HCP000755,Karen Wells,Primary Care,4,Medium,T011,Territory 011,REP011,Monica Herrera,Lake Derekberg,Quebec
HCP000756,Sean Huang,Cardiology,8,High,T003,Territory 003,REP003,Angie Henderson,Bowerschester,Saskatchewan
HCP000757,Joseph Cunningham,Endocrinology,3,Low,T003,Territory 003,REP003,Angie Henderson,Angelatown,New Brunswick
HCP000758,Evelyn Hendricks,Primary Care,1,Low,T016,Territory 016,REP016,Brian Ramirez,Carlberg,Newfoundland and Labrador
HCP000759,Gina Brooks,Primary Care,3,Low,T006,Territory 006,REP006,Connie Lawrence,New Catherine,Manitoba
HCP000760,Sharon Walton,Primary Care,2,Low,T014,Territory 014,REP014,Michele Williams,Jenniferview,Nova Scotia
HCP000761,Shawn Watson,Neurology,6,Medium,T017,Territory 017,REP017,Holly Wood,Javierport,Manitoba
HCP000762,Richard Strickland,Endocrinology,3,Low,T001,Territory 001,REP001,Allison Hill,South Williamfort,Ontario
HCP000763,Gerald Webb,Primary Care,5,Medium,T014,Territory 014,REP014,Michele Williams,Kimberlyberg,Yukon Territory
HCP000764,Samantha Hurley,Neurology,8,High,T009,Territory 009,REP009,Gabrielle Davis,East Jenny,Nunavut
HCP000765,Sean Wilson,Pulmonology,1,Low,T011,Territory 011,REP011,Monica Herrera,Sarahland,Northwest Territories
HCP000766,Angel Meyer,Primary Care,6,Medium,T004,Territory 004,REP004,Daniel Wagner,Andrewport,Quebec
HCP000767,Erica Lee,Oncology,3,Low,T017,Territory 017,REP017,Holly Wood,Amandamouth,Quebec
HCP000768,Chase Hill,Pulmonology,6,Medium,T014,Territory 014,REP014,Michele Williams,New Anitaville,New Brunswick
HCP000769,Kirsten Nelson,Cardiology,5,Medium,T012,Territory 012,REP012,Jamie Arnold,Audreyburgh,British Columbia
HCP000770,Steven Fernandez,Primary Care,5,Medium,T007,Territory 007,REP007,Abigail Shaffer,East Anthonyton,British Columbia
HCP000771,Brandon Myers,Oncology,1,Low,T003,Territory 003,REP003,Angie Henderson,Jensenport,Northwest Territories
HCP000772,Michelle Lambert,Cardiology,1,Low,T008,Territory 008,REP008,Gina Moore,Port Kathyshire,Manitoba
HCP000773,Robert Hale,Oncology,6,Medium,T005,Territory 005,REP005,Cristian Santos,South Lancemouth,Nunavut
HCP000774,Danny Callahan,Oncology,8,High,T013,Territory 013,REP013,Lisa Hensley,Robertafurt,Manitoba
HCP000775,Mary Mccormick,Endocrinology,2,Low,T018,Territory 018,REP018,Derek Zuniga,Shawntown,British Columbia
HCP000776,Gregory Murray,Primary Care,4,Medium,T010,Territory 010,REP010,Ryan Munoz,West Katrina,Prince Edward Island
HCP000777,Katie Sullivan,Cardiology,3,Low,T012,Territory 012,REP012,Jamie Arnold,West Angelaland,Yukon Territory
HCP000778,Joel Garza,Neurology,3,Low,T010,Territory 010,REP010,Ryan Munoz,New John,Manitoba
HCP000779,Janet Peterson,Pulmonology,9,High,T009,Territory 009,REP009,Gabrielle Davis,Muellerchester,Prince Edward Island
HCP000780,Kimberly Young,Pulmonology,1,Low,T005,Territory 005,REP005,Cristian Santos,Lake Sarahshire,Nunavut
HCP000781,Kyle Nguyen,Oncology,10,High,T011,Territory 011,REP011,Monica Herrera,Port Seanport,Nova Scotia
HCP000782,Brian Cervantes,Pulmonology,10,High,T001,Territory 001,REP001,Allison Hill,Murphyton,British Columbia
HCP000783,Charles Carpenter,Primary Care,10,High,T004,Territory 004,REP004,Daniel Wagner,Port Dwayneberg,Nunavut
HCP000784,Jean Lane,Endocrinology,8,High,T012,Territory 012,REP012,Jamie Arnold,East Erin,Northwest Territories
HCP000785,Robert Frazier,Endocrinology,6,Medium,T010,Territory 010,REP010,Ryan Munoz,Robbinsstad,British Columbia
HCP000786,Lisa Dixon,Oncology,3,Low,T009,Territory 009,REP009,Gabrielle Davis,Port Kelly,Northwest Territories
HCP000787,Tracy Smith,Neurology,2,Low,T015,Territory 015,REP015,Dylan Miller,Danielport,Alberta
HCP000788,Michael Long,Cardiology,5,Medium,T015,Territory 015,REP015,Dylan Miller,Jenniferfurt,Nova Scotia
HCP000789,Daniel Thompson,Oncology,4,Medium,T019,Territory 019,REP019,Lisa Jackson,East Angela,Northwest Territories
HCP000790,Brittany Bright,Primary Care,5,Medium,T020,Territory 020,REP020,Carla Gray,East Alexander,Quebec
HCP000791,Nathan Tucker,Pulmonology,3,Low,T015,Territory 015,REP015,Dylan Miller,Proctorberg,British Columbia
HCP000792,Robert Dalton,Primary Care,7,Medium,T010,Territory 010,REP010,Ryan Munoz,Hansonmouth,Ontario
HCP000793,Robert Cruz,Neurology,8,High,T014,Territory 014,REP014,Michele Williams,East Roger,Alberta
HCP000794,Sarah Young,Endocrinology,4,Medium,T008,Territory 008,REP008,Gina Moore,Robertside,Prince Edward Island
HCP000795,William Carroll,Endocrinology,9,High,T003,Territory 003,REP003,Angie Henderson,Danielfort,Saskatchewan
HCP000796,Nicholas Fox,Primary Care,10,High,T006,Territory 006,REP006,Connie Lawrence,Stevenland,Ontario
HCP000797,Ann Kennedy,Primary Care,2,Low,T014,Territory 014,REP014,Michele Williams,Lake Cynthiashire,Newfoundland and Labrador
HCP000798,Stephanie Nichols,Cardiology,2,Low,T014,Territory 014,REP014,Michele Williams,South Shawnfort,Prince Edward Island
HCP000799,Jennifer Yu,Primary Care,7,Medium,T003,Territory 003,REP003,Angie Henderson,Keithton,Saskatchewan
HCP000800,Nicole Acosta,Cardiology,8,High,T006,Territory 006,REP006,Connie Lawrence,Bryanfort,Prince Edward Island
HCP000801,Anthony Mooney,Pulmonology,8,High,T001,Territory 001,REP001,Allison Hill,West Toddberg,Ontario
HCP000802,Richard King,Primary Care,7,Medium,T009,Territory 009,REP009,Gabrielle Davis,Joshuaview,Alberta
HCP000803,Lindsey Kent,Primary Care,9,High,T014,Territory 014,REP014,Michele Williams,Lake Sean,Yukon Territory
HCP000804,Richard Young,Endocrinology,3,Low,T010,Territory 010,REP010,Ryan Munoz,Port Alison,Alberta
HCP000805,Bradley Thomas,Primary Care,1,Low,T011,Territory 011,REP011,Monica Herrera,Port Tyler,Nova Scotia
HCP000806,Cynthia Alexander,Cardiology,5,Medium,T006,Territory 006,REP006,Connie Lawrence,East Becky,Northwest Territories
HCP000807,Dennis Weiss,Primary Care,6,Medium,T006,Territory 006,REP006,Connie Lawrence,East Stevenfort,Newfoundland and Labrador
HCP000808,Travis Nielsen,Cardiology,6,Medium,T006,Territory 006,REP006,Connie Lawrence,South Frances,Nova Scotia
HCP000809,Charles Berg,Primary Care,7,Medium,T016,Territory 016,REP016,Brian Ramirez,West Saramouth,Nova Scotia
HCP000810,Tonya Vega,Cardiology,4,Medium,T003,Territory 003,REP003,Angie Henderson,North Samanthastad,Nova Scotia
HCP000811,Marissa Nelson,Cardiology,5,Medium,T016,Territory 016,REP016,Brian Ramirez,Josephville,Newfoundland and Labrador
HCP000812,Jeanne Mejia,Endocrinology,6,Medium,T017,Territory 017,REP017,Holly Wood,Lake Emily,Yukon Territory
HCP000813,George Vaughn,Primary Care,1,Low,T013,Territory 013,REP013,Lisa Hensley,West Amy,Quebec
HCP000814,Barry Jenkins,Primary Care,5,Medium,T011,Territory 011,REP011,Monica Herrera,Lake Seanbury,Saskatchewan
HCP000815,Corey Johnson,Primary Care,8,High,T017,Territory 017,REP017,Holly Wood,North Sheenaborough,Prince Edward Island
HCP000816,Michelle Wilson,Oncology,6,Medium,T019,Territory 019,REP019,Lisa Jackson,South Diana,Quebec
HCP000817,Tracy Kemp,Endocrinology,4,Medium,T016,Territory 016,REP016,Brian Ramirez,West Kenneth,Quebec
HCP000818,Margaret Livingston,Pulmonology,9,High,T016,Territory 016,REP016,Brian Ramirez,Kaylamouth,Newfoundland and Labrador
HCP000819,Benjamin Waters,Cardiology,1,Low,T008,Territory 008,REP008,Gina Moore,Priceton,Newfoundland and Labrador
HCP000820,Deborah Alexander,Primary Care,3,Low,T009,Territory 009,REP009,Gabrielle Davis,Krauseborough,Prince Edward Island
HCP000821,Matthew Rodriguez,Cardiology,10,High,T004,Territory 004,REP004,Daniel Wagner,Robinsonville,Nunavut
HCP000822,Ashley Jones,Primary Care,8,High,T001,Territory 001,REP001,Allison Hill,Kimberlytown,Nunavut
HCP000823,Martin Fitzpatrick,Cardiology,5,Medium,T004,Territory 004,REP004,Daniel Wagner,Adamsmouth,Nova Scotia
HCP000824,Kaylee Case,Primary Care,3,Low,T020,Territory 020,REP020,Carla Gray,Mendozafurt,Saskatchewan
HCP000825,Rachel Fernandez,Cardiology,9,High,T020,Territory 020,REP020,Carla Gray,South Stephaniefort,British Columbia
HCP000826,Taylor Howard,Cardiology,2,Low,T006,Territory 006,REP006,Connie Lawrence,Richardland,Northwest Territories
HCP000827,Tonya Miller,Pulmonology,9,High,T015,Territory 015,REP015,Dylan Miller,Hodgesport,Quebec
HCP000828,Julian Ponce,Cardiology,4,Medium,T011,Territory 011,REP011,Monica Herrera,West Heather,British Columbia
HCP000829,Heather Miller,Primary Care,8,High,T004,Territory 004,REP004,Daniel Wagner,Mossberg,Alberta
HCP000830,Nathan Watkins,Cardiology,8,High,T009,Territory 009,REP009,Gabrielle Davis,Priceside,Quebec
HCP000831,Joseph Flowers,Primary Care,6,Medium,T019,Territory 019,REP019,Lisa Jackson,Levytown,Alberta
HCP000832,George Le,Primary Care,4,Medium,T020,Territory 020,REP020,Carla Gray,Wilsonhaven,Nunavut
HCP000833,Sheila Herrera,Endocrinology,5,Medium,T012,Territory 012,REP012,Jamie Arnold,North Benjamin,Manitoba
HCP000834,Alec Meadows DDS,Endocrinology,3,Low,T005,Territory 005,REP005,Cristian Santos,Lake Deborah,Alberta
HCP000835,Anthony Parker,Primary Care,4,Medium,T011,Territory 011,REP011,Monica Herrera,South Cherylshire,British Columbia
HCP000836,Ashley Crawford,Cardiology,7,Medium,T008,Territory 008,REP008,Gina Moore,North Linda,Nova Scotia
HCP000837,Russell Rojas,Endocrinology,5,Medium,T003,Territory 003,REP003,Angie Henderson,Nguyenshire,Ontario
HCP000838,Russell Mcguire,Pulmonology,3,Low,T018,Territory 018,REP018,Derek Zuniga,New Glennland,British Columbia
HCP000839,Peter Jackson,Cardiology,4,Medium,T015,Territory 015,REP015,Dylan Miller,Angelamouth,New Brunswick
HCP000840,Amanda Garcia,Primary Care,2,Low,T001,Territory 001,REP001,Allison Hill,Stricklandtown,Nunavut
HCP000841,Adam Howe,Neurology,7,Medium,T007,Territory 007,REP007,Abigail Shaffer,Robertfort,Saskatchewan
HCP000842,Charles Nelson,Endocrinology,9,High,T003,Territory 003,REP003,Angie Henderson,Jenkinsburgh,Prince Edward Island
HCP000843,Linda Love,Pulmonology,7,Medium,T009,Territory 009,REP009,Gabrielle Davis,Lake Margaretport,Northwest Territories
HCP000844,Justin Lee,Primary Care,4,Medium,T015,Territory 015,REP015,Dylan Miller,New Michaelside,Ontario
HCP000845,Randy Hopkins,Primary Care,6,Medium,T017,Territory 017,REP017,Holly Wood,Brianville,Yukon Territory
HCP000846,Ryan Pruitt,Primary Care,6,Medium,T011,Territory 011,REP011,Monica Herrera,Thompsonton,Alberta
HCP000847,Dominique Hamilton,Primary Care,9,High,T013,Territory 013,REP013,Lisa Hensley,Christinamouth,Alberta
HCP000848,Anthony Medina,Primary Care,2,Low,T006,Territory 006,REP006,Connie Lawrence,Port Anthony,Ontario
HCP000849,Steven Griffith,Primary Care,4,Medium,T017,Territory 017,REP017,Holly Wood,Robertmouth,New Brunswick
HCP000850,Erika Garcia,Cardiology,3,Low,T001,Territory 001,REP001,Allison Hill,Kanefurt,New Brunswick
HCP000851,Kevin Brown,Primary Care,5,Medium,T020,Territory 020,REP020,Carla Gray,Thomasmouth,Manitoba
HCP000852,Chad Cortez,Primary Care,2,Low,T007,Territory 007,REP007,Abigail Shaffer,Theresaborough,Northwest Territories
HCP000853,Michael Brown,Pulmonology,3,Low,T006,Territory 006,REP006,Connie Lawrence,North Melissa,Nunavut
HCP000854,Philip Robinson,Cardiology,9,High,T016,Territory 016,REP016,Brian Ramirez,Cassandraburgh,Prince Edward Island
HCP000855,Sarah Miller,Oncology,6,Medium,T019,Territory 019,REP019,Lisa Jackson,Atkinsborough,Prince Edward Island
HCP000856,Joel Smith,Neurology,7,Medium,T007,Territory 007,REP007,Abigail Shaffer,Fitzgeraldbury,New Brunswick
HCP000857,Kevin Snow,Oncology,9,High,T004,Territory 004,REP004,Daniel Wagner,New Rachel,Nova Scotia
HCP000858,Amanda Ruiz,Primary Care,8,High,T009,Territory 009,REP009,Gabrielle Davis,South Amandafort,Yukon Territory
HCP000859,Samantha Chavez,Pulmonology,9,High,T010,Territory 010,REP010,Ryan Munoz,North Angela,Alberta
HCP000860,Jennifer Robinson,Primary Care,8,High,T002,Territory 002,REP002,Noah Rhodes,Kennethland,Alberta
HCP000861,Eric Warner,Oncology,7,Medium,T003,Territory 003,REP003,Angie Henderson,South Stevenberg,Saskatchewan
HCP000862,Richard Wood,Endocrinology,8,High,T001,Territory 001,REP001,Allison Hill,Padillatown,Quebec
HCP000863,Steven Cook,Primary Care,8,High,T007,Territory 007,REP007,Abigail Shaffer,West Ronaldview,Saskatchewan
HCP000864,Kimberly Norton,Primary Care,5,Medium,T002,Territory 002,REP002,Noah Rhodes,New Nicoleton,Ontario
HCP000865,Megan Barron,Cardiology,5,Medium,T010,Territory 010,REP010,Ryan Munoz,South Michaelton,Northwest Territories
HCP000866,Matthew Bush,Neurology,5,Medium,T006,Territory 006,REP006,Connie Lawrence,East Tina,New Brunswick
HCP000867,Mariah Mclaughlin,Cardiology,4,Medium,T018,Territory 018,REP018,Derek Zuniga,Port Julie,New Brunswick
HCP000868,Steven Gordon,Cardiology,4,Medium,T018,Territory 018,REP018,Derek Zuniga,Ramirezland,Northwest Territories
HCP000869,John Rose,Cardiology,5,Medium,T010,Territory 010,REP010,Ryan Munoz,South Jenniferside,Newfoundland and Labrador
HCP000870,Jacob Nunez,Cardiology,3,Low,T006,Territory 006,REP006,Connie Lawrence,East Patriciamouth,British Columbia
HCP000871,Steven Roberts,Neurology,6,Medium,T012,Territory 012,REP012,Jamie Arnold,North Fredville,Saskatchewan
HCP000872,Chris Harris,Pulmonology,4,Medium,T009,Territory 009,REP009,Gabrielle Davis,West Robertside,Manitoba
HCP000873,Jason Rojas,Neurology,8,High,T010,Territory 010,REP010,Ryan Munoz,West Jaimetown,Yukon Territory
HCP000874,Travis Newman,Cardiology,3,Low,T020,Territory 020,REP020,Carla Gray,Lanemouth,Nunavut
HCP000875,Melissa Wilkinson,Endocrinology,3,Low,T005,Territory 005,REP005,Cristian Santos,Ellisshire,Manitoba
HCP000876,Elizabeth Mccormick,Pulmonology,4,Medium,T017,Territory 017,REP017,Holly Wood,South Nathan,Newfoundland and Labrador
HCP000877,Amber Gomez,Oncology,2,Low,T008,Territory 008,REP008,Gina Moore,Huberburgh,Saskatchewan
HCP000878,Catherine Thompson,Endocrinology,2,Low,T012,Territory 012,REP012,Jamie Arnold,East John,Alberta
HCP000879,Laura Alexander MD,Cardiology,8,High,T001,Territory 001,REP001,Allison Hill,New Jasmine,Quebec
HCP000880,Gregg Watson,Endocrinology,4,Medium,T002,Territory 002,REP002,Noah Rhodes,New Kevin,Alberta
HCP000881,Jonathan Thomas,Neurology,2,Low,T008,Territory 008,REP008,Gina Moore,Reillyberg,Alberta
HCP000882,Kimberly Romero,Primary Care,3,Low,T019,Territory 019,REP019,Lisa Jackson,Thomasport,Yukon Territory
HCP000883,Ms. Bridget Cunningham,Cardiology,6,Medium,T007,Territory 007,REP007,Abigail Shaffer,Morganville,Saskatchewan
HCP000884,Andrew Gregory,Primary Care,3,Low,T015,Territory 015,REP015,Dylan Miller,West Angelbury,Nunavut
HCP000885,Gabriel Franklin,Neurology,10,High,T016,Territory 016,REP016,Brian Ramirez,New Alicia,Yukon Territory
HCP000886,Diana Johnson,Pulmonology,5,Medium,T010,Territory 010,REP010,Ryan Munoz,Rhodesland,Ontario
HCP000887,John Morrison,Pulmonology,2,Low,T018,Territory 018,REP018,Derek Zuniga,Lake Michaelberg,Saskatchewan
HCP000888,Jaclyn Watson,Primary Care,9,High,T003,Territory 003,REP003,Angie Henderson,Michaelport,Nunavut
HCP000889,Anita Luna,Cardiology,5,Medium,T014,Territory 014,REP014,Michele Williams,Figueroachester,Yukon Territory
HCP000890,Christopher Luna,Neurology,3,Low,T010,Territory 010,REP010,Ryan Munoz,Chandlerchester,Manitoba
HCP000891,Linda Thomas,Primary Care,4,Medium,T010,Territory 010,REP010,Ryan Munoz,Thomashaven,Northwest Territories
HCP000892,Tyler Avila,Endocrinology,1,Low,T015,Territory 015,REP015,Dylan Miller,North Robertview,Nova Scotia
HCP000893,Joel Bradley,Primary Care,4,Medium,T012,Territory 012,REP012,Jamie Arnold,East Jacob,Nova Scotia
HCP000894,John Carson,Oncology,9,High,T014,Territory 014,REP014,Michele Williams,Maryport,Nunavut
HCP000895,Julie Johnson,Primary Care,9,High,T010,Territory 010,REP010,Ryan Munoz,East Josefort,British Columbia
HCP000896,Stephanie Butler,Cardiology,5,Medium,T003,Territory 003,REP003,Angie Henderson,Knoxbury,Alberta
HCP000897,Donald Gamble,Cardiology,4,Medium,T017,Territory 017,REP017,Holly Wood,New Julieshire,Nunavut
HCP000898,Sheena Burton,Cardiology,4,Medium,T002,Territory 002,REP002,Noah Rhodes,Mccannville,Northwest Territories
HCP000899,Laura Bruce,Endocrinology,3,Low,T014,Territory 014,REP014,Michele Williams,New Brian,Northwest Territories
HCP000900,Michael Howard,Primary Care,5,Medium,T006,Territory 006,REP006,Connie Lawrence,West Michaelstad,Alberta
HCP000901,Joseph Mayer,Cardiology,6,Medium,T020,Territory 020,REP020,Carla Gray,Port Courtney,Yukon Territory
HCP000902,Paul Stephens,Pulmonology,6,Medium,T016,Territory 016,REP016,Brian Ramirez,Margaretport,Newfoundland and Labrador
HCP000903,Melissa Davis,Oncology,6,Medium,T003,Territory 003,REP003,Angie Henderson,Madelinetown,Manitoba
HCP000904,Jacqueline Washington,Cardiology,2,Low,T019,Territory 019,REP019,Lisa Jackson,Samanthaburgh,British Columbia
HCP000905,Jonathan Decker,Cardiology,7,Medium,T011,Territory 011,REP011,Monica Herrera,South Stevenland,British Columbia
HCP000906,Tammy Mendoza,Endocrinology,2,Low,T020,Territory 020,REP020,Carla Gray,Hannahberg,Nunavut
HCP000907,Linda Gallagher,Cardiology,2,Low,T015,Territory 015,REP015,Dylan Miller,Geraldport,Alberta
HCP000908,Barbara Anderson,Neurology,7,Medium,T016,Territory 016,REP016,Brian Ramirez,Lake Jeremy,Manitoba
HCP000909,William Coleman,Oncology,6,Medium,T019,Territory 019,REP019,Lisa Jackson,North Andrewfort,Yukon Territory
HCP000910,Craig Johnson,Neurology,8,High,T013,Territory 013,REP013,Lisa Hensley,South Davidview,Alberta
